city,year,total_traffic_accidents,city_code,city_latitude,city_longitude
Coimbra,2013,2,1527,-20.853505,-42.800807
Coimbra,2014,3,1527,-20.853505,-42.800807
Coimbra,2015,2,1527,-20.853505,-42.800807
Coimbra,2016,1,1527,-20.853505,-42.800807
Coimbra,2017,1,1527,-20.853505,-42.800807
Coimbra,2018,3,1527,-20.853505,-42.800807
Coimbra,2019,4,1527,-20.853505,-42.800807
Coimbra,2021,1,1527,-20.853505,-42.800807
Coimbra,2022,3,1527,-20.853505,-42.800807
Coimbra,2023,2,1527,-20.853505,-42.800807
Coluna,2010,1,1528,-18.23108,-42.835185
Coluna,2011,1,1528,-18.23108,-42.835185
Coluna,2012,2,1528,-18.23108,-42.835185
Coluna,2013,2,1528,-18.23108,-42.835185
Coluna,2014,1,1528,-18.23108,-42.835185
Coluna,2015,3,1528,-18.23108,-42.835185
Coluna,2016,3,1528,-18.23108,-42.835185
Coluna,2017,3,1528,-18.23108,-42.835185
Coluna,2018,2,1528,-18.23108,-42.835185
Coluna,2019,2,1528,-18.23108,-42.835185
Coluna,2021,1,1528,-18.23108,-42.835185
Comendador Gomes,2010,1,1529,-19.697342,-49.078894
Comendador Gomes,2011,11,1529,-19.697342,-49.078894
Comendador Gomes,2012,5,1529,-19.697342,-49.078894
Comendador Gomes,2013,2,1529,-19.697342,-49.078894
Comendador Gomes,2014,7,1529,-19.697342,-49.078894
Comendador Gomes,2015,3,1529,-19.697342,-49.078894
Comendador Gomes,2016,1,1529,-19.697342,-49.078894
Comendador Gomes,2017,1,1529,-19.697342,-49.078894
Comendador Gomes,2020,1,1529,-19.697342,-49.078894
Comendador Gomes,2022,1,1529,-19.697342,-49.078894
Comendador Gomes,2023,3,1529,-19.697342,-49.078894
Comercinho,2010,1,1530,-16.296258,-41.794536
Comercinho,2012,1,1530,-16.296258,-41.794536
Comercinho,2013,2,1530,-16.296258,-41.794536
Comercinho,2015,1,1530,-16.296258,-41.794536
Comercinho,2016,2,1530,-16.296258,-41.794536
Comercinho,2017,1,1530,-16.296258,-41.794536
Comercinho,2019,1,1530,-16.296258,-41.794536
Comercinho,2023,1,1530,-16.296258,-41.794536
Conceição da Aparecida,2010,2,1531,-21.096024,-46.20491
Conceição da Aparecida,2011,2,1531,-21.096024,-46.20491
Conceição da Aparecida,2012,3,1531,-21.096024,-46.20491
Conceição da Aparecida,2014,2,1531,-21.096024,-46.20491
Conceição da Aparecida,2016,2,1531,-21.096024,-46.20491
Conceição da Aparecida,2019,2,1531,-21.096024,-46.20491
Conceição da Aparecida,2021,2,1531,-21.096024,-46.20491
Conceição da Barra de Minas,2011,1,1532,-21.131558,-44.472901
Conceição das Alagoas,2010,5,1533,-19.917155,-48.38394
Conceição das Alagoas,2011,1,1533,-19.917155,-48.38394
Conceição das Alagoas,2012,12,1533,-19.917155,-48.38394
Conceição das Alagoas,2013,4,1533,-19.917155,-48.38394
Conceição das Alagoas,2014,3,1533,-19.917155,-48.38394
Conceição das Alagoas,2015,3,1533,-19.917155,-48.38394
Conceição das Alagoas,2016,2,1533,-19.917155,-48.38394
Conceição das Alagoas,2017,1,1533,-19.917155,-48.38394
Conceição das Alagoas,2018,1,1533,-19.917155,-48.38394
Conceição das Alagoas,2019,4,1533,-19.917155,-48.38394
Conceição das Alagoas,2020,6,1533,-19.917155,-48.38394
Conceição das Alagoas,2021,1,1533,-19.917155,-48.38394
Conceição das Alagoas,2022,2,1533,-19.917155,-48.38394
Conceição das Alagoas,2023,1,1533,-19.917155,-48.38394
Conceição das Pedras,2014,1,1534,-22.157647,-45.456238
Conceição de Ipanema,2010,2,1535,-19.932584,-41.690756
Conceição de Ipanema,2012,7,1535,-19.932584,-41.690756
Conceição de Ipanema,2014,2,1535,-19.932584,-41.690756
Conceição de Ipanema,2017,1,1535,-19.932584,-41.690756
Conceição de Ipanema,2019,2,1535,-19.932584,-41.690756
Conceição de Ipanema,2021,2,1535,-19.932584,-41.690756
Conceição do Mato Dentro,2010,1,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2011,1,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2013,2,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2014,2,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2016,1,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2017,5,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2018,2,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2019,8,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2020,4,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2021,2,1536,-19.03441,-43.422082
Conceição do Mato Dentro,2022,4,1536,-19.03441,-43.422082
Conceição do Pará,2012,2,1537,-19.745599,-44.894511
Conceição do Pará,2013,2,1537,-19.745599,-44.894511
Conceição do Pará,2014,1,1537,-19.745599,-44.894511
Conceição do Pará,2017,1,1537,-19.745599,-44.894511
Conceição do Pará,2018,1,1537,-19.745599,-44.894511
Conceição do Pará,2019,5,1537,-19.745599,-44.894511
Conceição do Rio Verde,2010,3,1538,-21.877836,-45.08703
Conceição do Rio Verde,2011,1,1538,-21.877836,-45.08703
Conceição do Rio Verde,2013,1,1538,-21.877836,-45.08703
Conceição do Rio Verde,2014,4,1538,-21.877836,-45.08703
Conceição do Rio Verde,2015,2,1538,-21.877836,-45.08703
Conceição do Rio Verde,2016,3,1538,-21.877836,-45.08703
Conceição do Rio Verde,2017,1,1538,-21.877836,-45.08703
Conceição do Rio Verde,2018,2,1538,-21.877836,-45.08703
Conceição do Rio Verde,2019,5,1538,-21.877836,-45.08703
Conceição do Rio Verde,2021,6,1538,-21.877836,-45.08703
Conceição do Rio Verde,2022,3,1538,-21.877836,-45.08703
Conceição do Rio Verde,2023,1,1538,-21.877836,-45.08703
Conceição dos Ouros,2011,1,1539,-22.407845,-45.799599
Conceição dos Ouros,2017,1,1539,-22.407845,-45.799599
Conceição dos Ouros,2019,4,1539,-22.407845,-45.799599
Conceição dos Ouros,2021,1,1539,-22.407845,-45.799599
Conceição dos Ouros,2023,1,1539,-22.407845,-45.799599
Confins,2011,1,1541,-19.628183,-43.993148
Confins,2014,1,1541,-19.628183,-43.993148
Confins,2015,1,1541,-19.628183,-43.993148
Confins,2021,2,1541,-19.628183,-43.993148
Congonhal,2011,2,1542,-22.148753,-46.043031
Congonhal,2013,1,1542,-22.148753,-46.043031
Congonhal,2014,2,1542,-22.148753,-46.043031
Congonhal,2016,2,1542,-22.148753,-46.043031
Congonhal,2017,2,1542,-22.148753,-46.043031
Congonhal,2018,4,1542,-22.148753,-46.043031
Congonhal,2020,3,1542,-22.148753,-46.043031
Congonhal,2021,4,1542,-22.148753,-46.043031
Congonhal,2023,4,1542,-22.148753,-46.043031
Congonhas,2010,22,1543,-20.495844,-43.851012
Congonhas,2011,28,1543,-20.495844,-43.851012
Congonhas,2012,21,1543,-20.495844,-43.851012
Congonhas,2013,20,1543,-20.495844,-43.851012
Congonhas,2014,10,1543,-20.495844,-43.851012
Congonhas,2015,24,1543,-20.495844,-43.851012
Congonhas,2016,17,1543,-20.495844,-43.851012
Congonhas,2017,12,1543,-20.495844,-43.851012
Congonhas,2018,10,1543,-20.495844,-43.851012
Congonhas,2019,15,1543,-20.495844,-43.851012
Congonhas,2020,12,1543,-20.495844,-43.851012
Congonhas,2021,11,1543,-20.495844,-43.851012
Congonhas,2022,13,1543,-20.495844,-43.851012
Congonhas,2023,15,1543,-20.495844,-43.851012
Congonhas do Norte,2014,1,1544,-18.802053,-43.67672
Conquista,2010,2,1545,-19.931182,-47.549196
Conquista,2012,2,1545,-19.931182,-47.549196
Conquista,2016,1,1545,-19.931182,-47.549196
Conquista,2017,1,1545,-19.931182,-47.549196
Conquista,2020,2,1545,-19.931182,-47.549196
Conquista,2021,1,1545,-19.931182,-47.549196
Conselheiro Lafaiete,2010,20,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2011,21,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2012,25,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2013,14,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2014,45,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2015,18,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2016,19,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2017,19,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2018,29,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2019,9,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2020,14,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2021,29,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2022,18,1546,-20.663445,-43.784609
Conselheiro Lafaiete,2023,15,1546,-20.663445,-43.784609
Conselheiro Pena,2010,4,1547,-19.178914,-41.473554
Conselheiro Pena,2011,3,1547,-19.178914,-41.473554
Conselheiro Pena,2012,3,1547,-19.178914,-41.473554
Conselheiro Pena,2013,5,1547,-19.178914,-41.473554
Conselheiro Pena,2014,4,1547,-19.178914,-41.473554
Conselheiro Pena,2015,1,1547,-19.178914,-41.473554
Conselheiro Pena,2016,4,1547,-19.178914,-41.473554
Conselheiro Pena,2017,4,1547,-19.178914,-41.473554
Conselheiro Pena,2018,3,1547,-19.178914,-41.473554
Conselheiro Pena,2019,2,1547,-19.178914,-41.473554
Conselheiro Pena,2020,2,1547,-19.178914,-41.473554
Conselheiro Pena,2021,6,1547,-19.178914,-41.473554
Conselheiro Pena,2022,2,1547,-19.178914,-41.473554
Conselheiro Pena,2023,3,1547,-19.178914,-41.473554
Consolação,2010,1,1548,-22.54929,-45.925459
Consolação,2011,1,1548,-22.54929,-45.925459
Consolação,2021,1,1548,-22.54929,-45.925459
Contagem,2010,75,1549,-19.932079,-44.05392
Contagem,2011,64,1549,-19.932079,-44.05392
Contagem,2012,80,1549,-19.932079,-44.05392
Contagem,2013,50,1549,-19.932079,-44.05392
Contagem,2014,77,1549,-19.932079,-44.05392
Contagem,2015,76,1549,-19.932079,-44.05392
Contagem,2016,46,1549,-19.932079,-44.05392
Contagem,2017,73,1549,-19.932079,-44.05392
Contagem,2018,60,1549,-19.932079,-44.05392
Contagem,2019,54,1549,-19.932079,-44.05392
Contagem,2020,53,1549,-19.932079,-44.05392
Contagem,2021,48,1549,-19.932079,-44.05392
Contagem,2022,61,1549,-19.932079,-44.05392
Contagem,2023,51,1549,-19.932079,-44.05392
Coqueiral,2011,1,1550,-21.185757,-45.436568
Coqueiral,2013,4,1550,-21.185757,-45.436568
Coqueiral,2014,1,1550,-21.185757,-45.436568
Coqueiral,2015,1,1550,-21.185757,-45.436568
Coqueiral,2016,1,1550,-21.185757,-45.436568
Coqueiral,2017,1,1550,-21.185757,-45.436568
Coqueiral,2019,1,1550,-21.185757,-45.436568
Coqueiral,2020,1,1550,-21.185757,-45.436568
Coqueiral,2021,2,1550,-21.185757,-45.436568
Coqueiral,2022,1,1550,-21.185757,-45.436568
Coqueiral,2023,3,1550,-21.185757,-45.436568
Coração de Jesus,2010,7,1551,-16.684067,-44.363517
Coração de Jesus,2011,4,1551,-16.684067,-44.363517
Coração de Jesus,2012,3,1551,-16.684067,-44.363517
Coração de Jesus,2013,2,1551,-16.684067,-44.363517
Coração de Jesus,2014,6,1551,-16.684067,-44.363517
Coração de Jesus,2015,2,1551,-16.684067,-44.363517
Coração de Jesus,2016,4,1551,-16.684067,-44.363517
Coração de Jesus,2017,7,1551,-16.684067,-44.363517
Coração de Jesus,2018,2,1551,-16.684067,-44.363517
Coração de Jesus,2019,6,1551,-16.684067,-44.363517
Coração de Jesus,2020,2,1551,-16.684067,-44.363517
Coração de Jesus,2021,2,1551,-16.684067,-44.363517
Coração de Jesus,2022,3,1551,-16.684067,-44.363517
Coração de Jesus,2023,6,1551,-16.684067,-44.363517
Cordisburgo,2010,2,1552,-19.122393,-44.322415
Cordisburgo,2011,1,1552,-19.122393,-44.322415
Cordisburgo,2016,4,1552,-19.122393,-44.322415
Cordisburgo,2017,3,1552,-19.122393,-44.322415
Cordisburgo,2018,2,1552,-19.122393,-44.322415
Cordisburgo,2019,2,1552,-19.122393,-44.322415
Cordisburgo,2021,2,1552,-19.122393,-44.322415
Cordisburgo,2022,3,1552,-19.122393,-44.322415
Cordislândia,2012,1,1553,-21.789099,-45.699879
Cordislândia,2019,2,1553,-21.789099,-45.699879
Corinto,2010,8,1554,-18.368967,-44.454181
Corinto,2011,12,1554,-18.368967,-44.454181
Corinto,2012,19,1554,-18.368967,-44.454181
Corinto,2013,26,1554,-18.368967,-44.454181
Corinto,2014,21,1554,-18.368967,-44.454181
Corinto,2015,19,1554,-18.368967,-44.454181
Corinto,2016,28,1554,-18.368967,-44.454181
Corinto,2017,13,1554,-18.368967,-44.454181
Corinto,2018,11,1554,-18.368967,-44.454181
Corinto,2019,4,1554,-18.368967,-44.454181
Corinto,2020,17,1554,-18.368967,-44.454181
Corinto,2021,13,1554,-18.368967,-44.454181
Corinto,2022,8,1554,-18.368967,-44.454181
Corinto,2023,12,1554,-18.368967,-44.454181
Coroaci,2011,1,1555,-18.61557,-42.279099
Coroaci,2012,2,1555,-18.61557,-42.279099
Coroaci,2013,2,1555,-18.61557,-42.279099
Coroaci,2014,3,1555,-18.61557,-42.279099
Coroaci,2018,1,1555,-18.61557,-42.279099
Coroaci,2019,1,1555,-18.61557,-42.279099
Coroaci,2020,1,1555,-18.61557,-42.279099
Coromandel,2010,7,1556,-18.473364,-47.193348
Coromandel,2011,4,1556,-18.473364,-47.193348
Coromandel,2012,4,1556,-18.473364,-47.193348
Coromandel,2013,2,1556,-18.473364,-47.193348
Coromandel,2014,3,1556,-18.473364,-47.193348
Coromandel,2015,2,1556,-18.473364,-47.193348
Coromandel,2016,3,1556,-18.473364,-47.193348
Coromandel,2017,6,1556,-18.473364,-47.193348
Coromandel,2018,4,1556,-18.473364,-47.193348
Coromandel,2019,4,1556,-18.473364,-47.193348
Coromandel,2020,3,1556,-18.473364,-47.193348
Coromandel,2021,5,1556,-18.473364,-47.193348
Coromandel,2022,5,1556,-18.473364,-47.193348
Coromandel,2023,4,1556,-18.473364,-47.193348
Coronel Fabriciano,2010,6,1557,-19.517879,-42.627585
Coronel Fabriciano,2011,4,1557,-19.517879,-42.627585
Coronel Fabriciano,2012,5,1557,-19.517879,-42.627585
Coronel Fabriciano,2013,6,1557,-19.517879,-42.627585
Coronel Fabriciano,2014,8,1557,-19.517879,-42.627585
Coronel Fabriciano,2015,7,1557,-19.517879,-42.627585
Coronel Fabriciano,2016,8,1557,-19.517879,-42.627585
Coronel Fabriciano,2017,5,1557,-19.517879,-42.627585
Coronel Fabriciano,2018,7,1557,-19.517879,-42.627585
Coronel Fabriciano,2019,6,1557,-19.517879,-42.627585
Coronel Fabriciano,2020,8,1557,-19.517879,-42.627585
Coronel Fabriciano,2021,3,1557,-19.517879,-42.627585
Coronel Fabriciano,2022,5,1557,-19.517879,-42.627585
Coronel Fabriciano,2023,6,1557,-19.517879,-42.627585
Coronel Murta,2011,1,1558,-16.614847,-42.183952
Coronel Murta,2012,1,1558,-16.614847,-42.183952
Coronel Murta,2013,3,1558,-16.614847,-42.183952
Coronel Murta,2014,2,1558,-16.614847,-42.183952
Coronel Murta,2015,1,1558,-16.614847,-42.183952
Coronel Murta,2018,2,1558,-16.614847,-42.183952
Coronel Murta,2019,2,1558,-16.614847,-42.183952
Coronel Murta,2020,1,1558,-16.614847,-42.183952
Coronel Murta,2022,2,1558,-16.614847,-42.183952
Coronel Pacheco,2011,4,1559,-21.589751,-43.255989
Coronel Pacheco,2012,2,1559,-21.589751,-43.255989
Coronel Pacheco,2013,1,1559,-21.589751,-43.255989
Coronel Pacheco,2014,4,1559,-21.589751,-43.255989
Coronel Pacheco,2015,2,1559,-21.589751,-43.255989
Coronel Pacheco,2016,2,1559,-21.589751,-43.255989
Coronel Pacheco,2018,3,1559,-21.589751,-43.255989
Coronel Pacheco,2021,1,1559,-21.589751,-43.255989
Coronel Pacheco,2022,2,1559,-21.589751,-43.255989
Coronel Pacheco,2023,1,1559,-21.589751,-43.255989
Coronel Xavier Chaves,2011,1,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2012,4,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2014,1,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2016,2,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2018,2,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2021,1,1560,-21.027724,-44.2206
Coronel Xavier Chaves,2023,1,1560,-21.027724,-44.2206
Couto de Magalhães de Minas,2013,1,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2014,2,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2015,1,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2016,1,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2017,2,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2020,2,1565,-18.07272,-43.464821
Couto de Magalhães de Minas,2022,2,1565,-18.07272,-43.464821
Cristais,2010,2,1567,-20.87328,-45.516727
Cristais,2011,1,1567,-20.87328,-45.516727
Cristais,2014,2,1567,-20.87328,-45.516727
Cristais,2021,1,1567,-20.87328,-45.516727
Cristais,2022,1,1567,-20.87328,-45.516727
Cristiano Otoni,2010,1,1569,-20.832421,-43.816552
Cristiano Otoni,2011,7,1569,-20.832421,-43.816552
Cristiano Otoni,2012,1,1569,-20.832421,-43.816552
Cristiano Otoni,2014,2,1569,-20.832421,-43.816552
Cristiano Otoni,2015,2,1569,-20.832421,-43.816552
Cristiano Otoni,2016,4,1569,-20.832421,-43.816552
Cristiano Otoni,2017,6,1569,-20.832421,-43.816552
Cristiano Otoni,2020,3,1569,-20.832421,-43.816552
Cristiano Otoni,2021,2,1569,-20.832421,-43.816552
Cristiano Otoni,2022,4,1569,-20.832421,-43.816552
Cristina,2010,2,1570,-22.207982,-45.267266
Cristina,2014,1,1570,-22.207982,-45.267266
Cristina,2015,5,1570,-22.207982,-45.267266
Cristina,2018,3,1570,-22.207982,-45.267266
Cristina,2019,1,1570,-22.207982,-45.267266
Cristina,2020,4,1570,-22.207982,-45.267266
Cristina,2021,2,1570,-22.207982,-45.267266
Cristina,2022,2,1570,-22.207982,-45.267266
Cristina,2023,1,1570,-22.207982,-45.267266
Cristália,2013,1,1568,-16.716014,-42.85712
Cristália,2014,2,1568,-16.716014,-42.85712
Cristália,2019,1,1568,-16.716014,-42.85712
Crisólita,2011,3,1566,-17.238124,-40.918392
Crisólita,2012,2,1566,-17.238124,-40.918392
Crisólita,2013,2,1566,-17.238124,-40.918392
Crisólita,2015,1,1566,-17.238124,-40.918392
Crisólita,2019,1,1566,-17.238124,-40.918392
Crisólita,2022,1,1566,-17.238124,-40.918392
Crucilândia,2011,3,1571,-20.392314,-44.333425
Crucilândia,2013,1,1571,-20.392314,-44.333425
Crucilândia,2014,1,1571,-20.392314,-44.333425
Crucilândia,2017,1,1571,-20.392314,-44.333425
Crucilândia,2019,1,1571,-20.392314,-44.333425
Crucilândia,2020,2,1571,-20.392314,-44.333425
Cruzeiro da Fortaleza,2010,1,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2011,4,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2012,1,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2013,2,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2014,1,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2015,1,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2017,1,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2018,5,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2019,2,1572,-18.944029,-46.666891
Cruzeiro da Fortaleza,2021,3,1572,-18.944029,-46.666891
Cruzília,2010,2,1573,-21.839985,-44.806678
Cruzília,2011,1,1573,-21.839985,-44.806678
Cruzília,2012,2,1573,-21.839985,-44.806678
Cruzília,2014,1,1573,-21.839985,-44.806678
Cruzília,2015,1,1573,-21.839985,-44.806678
Cruzília,2016,1,1573,-21.839985,-44.806678
Cruzília,2017,2,1573,-21.839985,-44.806678
Cruzília,2018,3,1573,-21.839985,-44.806678
Cruzília,2020,1,1573,-21.839985,-44.806678
Cruzília,2021,1,1573,-21.839985,-44.806678
Cuparaque,2011,1,1574,-18.964827,-41.098621
Cuparaque,2012,1,1574,-18.964827,-41.098621
Cuparaque,2021,1,1574,-18.964827,-41.098621
Curral de Dentro,2010,1,1575,-15.932709,-41.855684
Curral de Dentro,2011,2,1575,-15.932709,-41.855684
Curral de Dentro,2012,1,1575,-15.932709,-41.855684
Curral de Dentro,2013,1,1575,-15.932709,-41.855684
Curral de Dentro,2014,1,1575,-15.932709,-41.855684
Curral de Dentro,2015,3,1575,-15.932709,-41.855684
Curral de Dentro,2016,2,1575,-15.932709,-41.855684
Curral de Dentro,2017,3,1575,-15.932709,-41.855684
Curral de Dentro,2018,2,1575,-15.932709,-41.855684
Curral de Dentro,2019,1,1575,-15.932709,-41.855684
Curral de Dentro,2021,4,1575,-15.932709,-41.855684
Curvelo,2010,30,1576,-18.752731,-44.430259
Curvelo,2011,35,1576,-18.752731,-44.430259
Curvelo,2012,65,1576,-18.752731,-44.430259
Curvelo,2013,66,1576,-18.752731,-44.430259
Curvelo,2014,53,1576,-18.752731,-44.430259
Curvelo,2015,40,1576,-18.752731,-44.430259
Curvelo,2016,42,1576,-18.752731,-44.430259
Curvelo,2017,37,1576,-18.752731,-44.430259
Curvelo,2018,38,1576,-18.752731,-44.430259
Curvelo,2019,32,1576,-18.752731,-44.430259
Curvelo,2020,28,1576,-18.752731,-44.430259
Curvelo,2021,33,1576,-18.752731,-44.430259
Curvelo,2022,32,1576,-18.752731,-44.430259
Curvelo,2023,41,1576,-18.752731,-44.430259
Curvelo,2024,2,1576,-18.752731,-44.430259
Cássia,2010,7,1508,-20.583061,-46.920122
Cássia,2011,2,1508,-20.583061,-46.920122
Cássia,2012,1,1508,-20.583061,-46.920122
Cássia,2013,5,1508,-20.583061,-46.920122
Cássia,2014,1,1508,-20.583061,-46.920122
Cássia,2015,5,1508,-20.583061,-46.920122
Cássia,2016,3,1508,-20.583061,-46.920122
Cássia,2017,4,1508,-20.583061,-46.920122
Cássia,2018,4,1508,-20.583061,-46.920122
Cássia,2019,2,1508,-20.583061,-46.920122
Cássia,2020,6,1508,-20.583061,-46.920122
Cássia,2021,2,1508,-20.583061,-46.920122
Cássia,2022,2,1508,-20.583061,-46.920122
Cássia,2023,1,1508,-20.583061,-46.920122
Córrego Danta,2010,3,1561,-19.819775,-45.903228
Córrego Danta,2011,12,1561,-19.819775,-45.903228
Córrego Danta,2012,5,1561,-19.819775,-45.903228
Córrego Danta,2013,6,1561,-19.819775,-45.903228
Córrego Danta,2014,8,1561,-19.819775,-45.903228
Córrego Danta,2015,5,1561,-19.819775,-45.903228
Córrego Danta,2016,3,1561,-19.819775,-45.903228
Córrego Danta,2017,7,1561,-19.819775,-45.903228
Córrego Danta,2018,3,1561,-19.819775,-45.903228
Córrego Danta,2019,3,1561,-19.819775,-45.903228
Córrego Danta,2020,7,1561,-19.819775,-45.903228
Córrego Danta,2021,4,1561,-19.819775,-45.903228
Córrego Danta,2022,5,1561,-19.819775,-45.903228
Córrego Danta,2023,7,1561,-19.819775,-45.903228
Córrego Fundo,2010,3,1563,-20.447422,-45.561742
Córrego Fundo,2011,4,1563,-20.447422,-45.561742
Córrego Fundo,2012,3,1563,-20.447422,-45.561742
Córrego Fundo,2013,4,1563,-20.447422,-45.561742
Córrego Fundo,2014,2,1563,-20.447422,-45.561742
Córrego Fundo,2016,2,1563,-20.447422,-45.561742
Córrego Fundo,2017,2,1563,-20.447422,-45.561742
Córrego Fundo,2018,3,1563,-20.447422,-45.561742
Córrego Fundo,2019,2,1563,-20.447422,-45.561742
Córrego Fundo,2020,2,1563,-20.447422,-45.561742
Córrego Fundo,2021,3,1563,-20.447422,-45.561742
Córrego Fundo,2022,3,1563,-20.447422,-45.561742
Córrego Novo,2011,1,1564,-19.836096,-42.398816
Córrego Novo,2013,4,1564,-19.836096,-42.398816
Córrego Novo,2014,1,1564,-19.836096,-42.398816
Córrego Novo,2015,1,1564,-19.836096,-42.398816
Cônego Marinho,2010,3,1540,-15.289172,-44.418059
Cônego Marinho,2011,3,1540,-15.289172,-44.418059
Cônego Marinho,2012,1,1540,-15.289172,-44.418059
Cônego Marinho,2013,1,1540,-15.289172,-44.418059
Cônego Marinho,2014,3,1540,-15.289172,-44.418059
Cônego Marinho,2016,1,1540,-15.289172,-44.418059
Cônego Marinho,2017,1,1540,-15.289172,-44.418059
Cônego Marinho,2019,1,1540,-15.289172,-44.418059
Cônego Marinho,2020,1,1540,-15.289172,-44.418059
Cônego Marinho,2022,2,1540,-15.289172,-44.418059
Cônego Marinho,2023,1,1540,-15.289172,-44.418059
Datas,2010,1,1577,-18.447761,-43.659085
Datas,2011,1,1577,-18.447761,-43.659085
Datas,2012,2,1577,-18.447761,-43.659085
Datas,2013,4,1577,-18.447761,-43.659085
Datas,2014,1,1577,-18.447761,-43.659085
Datas,2015,1,1577,-18.447761,-43.659085
Datas,2016,3,1577,-18.447761,-43.659085
Datas,2017,2,1577,-18.447761,-43.659085
Datas,2019,2,1577,-18.447761,-43.659085
Datas,2021,2,1577,-18.447761,-43.659085
Datas,2022,1,1577,-18.447761,-43.659085
Delfim Moreira,2010,3,1578,-22.503632,-45.279231
Delfim Moreira,2011,2,1578,-22.503632,-45.279231
Delfim Moreira,2012,3,1578,-22.503632,-45.279231
Delfim Moreira,2013,2,1578,-22.503632,-45.279231
Delfim Moreira,2016,3,1578,-22.503632,-45.279231
Delfim Moreira,2017,1,1578,-22.503632,-45.279231
Delfim Moreira,2018,2,1578,-22.503632,-45.279231
Delfim Moreira,2019,1,1578,-22.503632,-45.279231
Delfim Moreira,2021,1,1578,-22.503632,-45.279231
Delfim Moreira,2022,1,1578,-22.503632,-45.279231
Delfim Moreira,2023,1,1578,-22.503632,-45.279231
Delfinópolis,2011,2,1579,-20.34677,-46.845554
Delfinópolis,2012,1,1579,-20.34677,-46.845554
Delfinópolis,2014,2,1579,-20.34677,-46.845554
Delfinópolis,2016,2,1579,-20.34677,-46.845554
Delfinópolis,2017,3,1579,-20.34677,-46.845554
Delfinópolis,2018,1,1579,-20.34677,-46.845554
Delfinópolis,2019,1,1579,-20.34677,-46.845554
Delfinópolis,2020,3,1579,-20.34677,-46.845554
Delfinópolis,2022,2,1579,-20.34677,-46.845554
Delta,2012,3,1580,-19.972143,-47.78408
Delta,2013,1,1580,-19.972143,-47.78408
Delta,2014,1,1580,-19.972143,-47.78408
Delta,2015,1,1580,-19.972143,-47.78408
Delta,2018,1,1580,-19.972143,-47.78408
Delta,2019,1,1580,-19.972143,-47.78408
Delta,2021,1,1580,-19.972143,-47.78408
Descoberto,2012,1,1581,-21.45999,-42.961766
Descoberto,2013,1,1581,-21.45999,-42.961766
Descoberto,2015,1,1581,-21.45999,-42.961766
Descoberto,2018,2,1581,-21.45999,-42.961766
Descoberto,2020,2,1581,-21.45999,-42.961766
Desterro de Entre Rios,2010,1,1582,-20.66504,-44.333388
Desterro de Entre Rios,2013,1,1582,-20.66504,-44.333388
Desterro de Entre Rios,2014,2,1582,-20.66504,-44.333388
Desterro de Entre Rios,2016,2,1582,-20.66504,-44.333388
Desterro de Entre Rios,2017,1,1582,-20.66504,-44.333388
Desterro de Entre Rios,2018,1,1582,-20.66504,-44.333388
Desterro de Entre Rios,2019,2,1582,-20.66504,-44.333388
Desterro de Entre Rios,2020,1,1582,-20.66504,-44.333388
Desterro de Entre Rios,2021,2,1582,-20.66504,-44.333388
Desterro de Entre Rios,2022,3,1582,-20.66504,-44.333388
