city,year,total_traffic_accidents,city_code,city_latitude,city_longitude
Abadia dos Dourados,2010,4,1344,-18.483101,-47.391623
Abadia dos Dourados,2011,2,1344,-18.483101,-47.391623
Abadia dos Dourados,2012,1,1344,-18.483101,-47.391623
Abadia dos Dourados,2013,1,1344,-18.483101,-47.391623
Abadia dos Dourados,2014,2,1344,-18.483101,-47.391623
Abadia dos Dourados,2017,4,1344,-18.483101,-47.391623
Abadia dos Dourados,2019,4,1344,-18.483101,-47.391623
Abadia dos Dourados,2020,1,1344,-18.483101,-47.391623
Abadia dos Dourados,2021,1,1344,-18.483101,-47.391623
Abaeté,2010,5,1345,-19.155125,-45.444413
Abaeté,2011,5,1345,-19.155125,-45.444413
Abaeté,2012,3,1345,-19.155125,-45.444413
Abaeté,2013,6,1345,-19.155125,-45.444413
Abaeté,2014,3,1345,-19.155125,-45.444413
Abaeté,2015,3,1345,-19.155125,-45.444413
Abaeté,2016,4,1345,-19.155125,-45.444413
Abaeté,2017,5,1345,-19.155125,-45.444413
Abaeté,2018,3,1345,-19.155125,-45.444413
Abaeté,2019,1,1345,-19.155125,-45.444413
Abaeté,2020,5,1345,-19.155125,-45.444413
Abaeté,2021,3,1345,-19.155125,-45.444413
Abaeté,2022,5,1345,-19.155125,-45.444413
Abaeté,2023,4,1345,-19.155125,-45.444413
Abre Campo,2010,2,1346,-20.299647,-42.474304
Abre Campo,2011,7,1346,-20.299647,-42.474304
Abre Campo,2012,6,1346,-20.299647,-42.474304
Abre Campo,2013,3,1346,-20.299647,-42.474304
Abre Campo,2014,3,1346,-20.299647,-42.474304
Abre Campo,2015,12,1346,-20.299647,-42.474304
Abre Campo,2016,1,1346,-20.299647,-42.474304
Abre Campo,2017,2,1346,-20.299647,-42.474304
Abre Campo,2018,2,1346,-20.299647,-42.474304
Abre Campo,2019,2,1346,-20.299647,-42.474304
Abre Campo,2020,6,1346,-20.299647,-42.474304
Abre Campo,2022,3,1346,-20.299647,-42.474304
Abre Campo,2023,3,1346,-20.299647,-42.474304
Acaiaca,2011,3,1347,-20.359034,-43.143867
Acaiaca,2012,2,1347,-20.359034,-43.143867
Acaiaca,2013,3,1347,-20.359034,-43.143867
Acaiaca,2014,1,1347,-20.359034,-43.143867
Acaiaca,2015,5,1347,-20.359034,-43.143867
Acaiaca,2016,1,1347,-20.359034,-43.143867
Acaiaca,2018,1,1347,-20.359034,-43.143867
Acaiaca,2019,1,1347,-20.359034,-43.143867
Acaiaca,2022,5,1347,-20.359034,-43.143867
Aguanil,2010,1,1351,-20.943942,-45.391456
Aguanil,2011,2,1351,-20.943942,-45.391456
Aguanil,2012,2,1351,-20.943942,-45.391456
Aguanil,2016,1,1351,-20.943942,-45.391456
Aguanil,2017,1,1351,-20.943942,-45.391456
Aguanil,2020,1,1351,-20.943942,-45.391456
Aguanil,2021,1,1351,-20.943942,-45.391456
Aguanil,2023,1,1351,-20.943942,-45.391456
Aimorés,2010,7,1354,-19.500684,-41.074651
Aimorés,2011,4,1354,-19.500684,-41.074651
Aimorés,2012,9,1354,-19.500684,-41.074651
Aimorés,2013,4,1354,-19.500684,-41.074651
Aimorés,2014,2,1354,-19.500684,-41.074651
Aimorés,2015,4,1354,-19.500684,-41.074651
Aimorés,2016,3,1354,-19.500684,-41.074651
Aimorés,2017,5,1354,-19.500684,-41.074651
Aimorés,2018,4,1354,-19.500684,-41.074651
Aimorés,2019,3,1354,-19.500684,-41.074651
Aimorés,2020,3,1354,-19.500684,-41.074651
Aimorés,2021,6,1354,-19.500684,-41.074651
Aimorés,2022,2,1354,-19.500684,-41.074651
Aimorés,2023,9,1354,-19.500684,-41.074651
Aiuruoca,2010,7,1355,-21.973608,-44.604212
Aiuruoca,2011,1,1355,-21.973608,-44.604212
Aiuruoca,2012,6,1355,-21.973608,-44.604212
Aiuruoca,2013,2,1355,-21.973608,-44.604212
Aiuruoca,2014,3,1355,-21.973608,-44.604212
Aiuruoca,2015,2,1355,-21.973608,-44.604212
Aiuruoca,2016,5,1355,-21.973608,-44.604212
Aiuruoca,2017,3,1355,-21.973608,-44.604212
Aiuruoca,2018,1,1355,-21.973608,-44.604212
Aiuruoca,2019,5,1355,-21.973608,-44.604212
Aiuruoca,2020,3,1355,-21.973608,-44.604212
Aiuruoca,2021,5,1355,-21.973608,-44.604212
Aiuruoca,2022,4,1355,-21.973608,-44.604212
Aiuruoca,2023,5,1355,-21.973608,-44.604212
Alagoa,2021,1,1356,-22.170976,-44.641344
Albertina,2021,1,1357,-22.201775,-46.613912
Albertina,2023,1,1357,-22.201775,-46.613912
Alfenas,2010,31,1359,-21.425629,-45.947727
Alfenas,2011,44,1359,-21.425629,-45.947727
Alfenas,2012,44,1359,-21.425629,-45.947727
Alfenas,2013,28,1359,-21.425629,-45.947727
Alfenas,2014,31,1359,-21.425629,-45.947727
Alfenas,2015,27,1359,-21.425629,-45.947727
Alfenas,2016,30,1359,-21.425629,-45.947727
Alfenas,2017,29,1359,-21.425629,-45.947727
Alfenas,2018,25,1359,-21.425629,-45.947727
Alfenas,2019,36,1359,-21.425629,-45.947727
Alfenas,2020,18,1359,-21.425629,-45.947727
Alfenas,2021,21,1359,-21.425629,-45.947727
Alfenas,2022,19,1359,-21.425629,-45.947727
Alfenas,2023,25,1359,-21.425629,-45.947727
Alfredo Vasconcelos,2010,7,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2011,2,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2012,1,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2013,5,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2014,3,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2015,4,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2016,3,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2017,2,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2018,1,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2019,3,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2020,1,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2021,1,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2022,4,1360,-21.153521,-43.771767
Alfredo Vasconcelos,2023,8,1360,-21.153521,-43.771767
Almenara,2010,5,1361,-16.178459,-40.694163
Almenara,2011,5,1361,-16.178459,-40.694163
Almenara,2012,5,1361,-16.178459,-40.694163
Almenara,2013,9,1361,-16.178459,-40.694163
Almenara,2014,5,1361,-16.178459,-40.694163
Almenara,2015,11,1361,-16.178459,-40.694163
Almenara,2016,9,1361,-16.178459,-40.694163
Almenara,2017,7,1361,-16.178459,-40.694163
Almenara,2018,3,1361,-16.178459,-40.694163
Almenara,2019,3,1361,-16.178459,-40.694163
Almenara,2020,2,1361,-16.178459,-40.694163
Almenara,2021,5,1361,-16.178459,-40.694163
Almenara,2022,4,1361,-16.178459,-40.694163
Almenara,2023,2,1361,-16.178459,-40.694163
Alpercata,2010,3,1362,-18.973994,-41.969998
Alpercata,2011,3,1362,-18.973994,-41.969998
Alpercata,2012,4,1362,-18.973994,-41.969998
Alpercata,2013,1,1362,-18.973994,-41.969998
Alpercata,2014,4,1362,-18.973994,-41.969998
Alpercata,2015,3,1362,-18.973994,-41.969998
Alpercata,2016,2,1362,-18.973994,-41.969998
Alpercata,2017,1,1362,-18.973994,-41.969998
Alpercata,2019,1,1362,-18.973994,-41.969998
Alpercata,2021,1,1362,-18.973994,-41.969998
Alpercata,2022,1,1362,-18.973994,-41.969998
Alpinópolis,2010,6,1363,-20.863059,-46.387797
Alpinópolis,2011,5,1363,-20.863059,-46.387797
Alpinópolis,2012,1,1363,-20.863059,-46.387797
Alpinópolis,2013,3,1363,-20.863059,-46.387797
Alpinópolis,2014,4,1363,-20.863059,-46.387797
Alpinópolis,2015,2,1363,-20.863059,-46.387797
Alpinópolis,2016,2,1363,-20.863059,-46.387797
Alpinópolis,2017,6,1363,-20.863059,-46.387797
Alpinópolis,2018,3,1363,-20.863059,-46.387797
Alpinópolis,2019,2,1363,-20.863059,-46.387797
Alpinópolis,2020,1,1363,-20.863059,-46.387797
Alpinópolis,2021,7,1363,-20.863059,-46.387797
Alpinópolis,2022,4,1363,-20.863059,-46.387797
Alterosa,2010,4,1364,-21.248752,-46.138666
Alterosa,2011,3,1364,-21.248752,-46.138666
Alterosa,2012,11,1364,-21.248752,-46.138666
Alterosa,2013,2,1364,-21.248752,-46.138666
Alterosa,2014,5,1364,-21.248752,-46.138666
Alterosa,2015,1,1364,-21.248752,-46.138666
Alterosa,2016,4,1364,-21.248752,-46.138666
Alterosa,2018,2,1364,-21.248752,-46.138666
Alterosa,2019,2,1364,-21.248752,-46.138666
Alterosa,2020,3,1364,-21.248752,-46.138666
Alterosa,2021,2,1364,-21.248752,-46.138666
Alterosa,2022,2,1364,-21.248752,-46.138666
Alterosa,2023,3,1364,-21.248752,-46.138666
Alto Caparaó,2011,1,1365,-20.43098,-41.873772
Alto Caparaó,2013,2,1365,-20.43098,-41.873772
Alto Caparaó,2017,1,1365,-20.43098,-41.873772
Alto Jequitibá,2011,1,1366,-20.420845,-41.966988
Alto Jequitibá,2012,2,1366,-20.420845,-41.966988
Alto Jequitibá,2013,4,1366,-20.420845,-41.966988
Alto Jequitibá,2014,1,1366,-20.420845,-41.966988
Alto Jequitibá,2015,3,1366,-20.420845,-41.966988
Alto Jequitibá,2016,1,1366,-20.420845,-41.966988
Alto Jequitibá,2017,1,1366,-20.420845,-41.966988
Alto Jequitibá,2020,3,1366,-20.420845,-41.966988
Alto Jequitibá,2023,4,1366,-20.420845,-41.966988
Alto Rio Doce,2011,3,1367,-21.028122,-43.406683
Alto Rio Doce,2012,4,1367,-21.028122,-43.406683
Alto Rio Doce,2013,1,1367,-21.028122,-43.406683
Alto Rio Doce,2014,1,1367,-21.028122,-43.406683
Alto Rio Doce,2015,6,1367,-21.028122,-43.406683
Alto Rio Doce,2016,3,1367,-21.028122,-43.406683
Alto Rio Doce,2018,2,1367,-21.028122,-43.406683
Alto Rio Doce,2019,1,1367,-21.028122,-43.406683
Alto Rio Doce,2020,2,1367,-21.028122,-43.406683
Alto Rio Doce,2021,1,1367,-21.028122,-43.406683
Alto Rio Doce,2022,1,1367,-21.028122,-43.406683
Alvarenga,2010,1,1368,-19.417403,-41.73174
Alvarenga,2011,1,1368,-19.417403,-41.73174
Alvarenga,2012,1,1368,-19.417403,-41.73174
Alvarenga,2017,1,1368,-19.417403,-41.73174
Alvarenga,2022,1,1368,-19.417403,-41.73174
Alvinópolis,2010,1,1369,-20.109771,-43.053487
Alvinópolis,2011,2,1369,-20.109771,-43.053487
Alvinópolis,2012,4,1369,-20.109771,-43.053487
Alvinópolis,2013,2,1369,-20.109771,-43.053487
Alvinópolis,2014,1,1369,-20.109771,-43.053487
Alvinópolis,2016,2,1369,-20.109771,-43.053487
Alvinópolis,2017,1,1369,-20.109771,-43.053487
Alvinópolis,2018,2,1369,-20.109771,-43.053487
Alvorada de Minas,2015,1,1370,-18.733362,-43.363807
Alvorada de Minas,2020,1,1370,-18.733362,-43.363807
Além Paraíba,2010,3,1358,-21.879703,-42.717588
Além Paraíba,2011,2,1358,-21.879703,-42.717588
Além Paraíba,2012,2,1358,-21.879703,-42.717588
Além Paraíba,2013,6,1358,-21.879703,-42.717588
Além Paraíba,2014,4,1358,-21.879703,-42.717588
Além Paraíba,2015,12,1358,-21.879703,-42.717588
Além Paraíba,2016,4,1358,-21.879703,-42.717588
Além Paraíba,2017,6,1358,-21.879703,-42.717588
Além Paraíba,2018,15,1358,-21.879703,-42.717588
Além Paraíba,2019,13,1358,-21.879703,-42.717588
Além Paraíba,2020,2,1358,-21.879703,-42.717588
Além Paraíba,2021,5,1358,-21.879703,-42.717588
Além Paraíba,2022,5,1358,-21.879703,-42.717588
Além Paraíba,2023,16,1358,-21.879703,-42.717588
Além Paraíba,2024,2,1358,-21.879703,-42.717588
Andradas,2010,7,1372,-22.069487,-46.572372
Andradas,2011,5,1372,-22.069487,-46.572372
Andradas,2012,3,1372,-22.069487,-46.572372
Andradas,2013,10,1372,-22.069487,-46.572372
Andradas,2014,9,1372,-22.069487,-46.572372
Andradas,2015,4,1372,-22.069487,-46.572372
Andradas,2016,6,1372,-22.069487,-46.572372
Andradas,2017,10,1372,-22.069487,-46.572372
Andradas,2018,7,1372,-22.069487,-46.572372
Andradas,2019,4,1372,-22.069487,-46.572372
Andradas,2020,2,1372,-22.069487,-46.572372
Andradas,2021,7,1372,-22.069487,-46.572372
Andradas,2022,6,1372,-22.069487,-46.572372
Andradas,2023,8,1372,-22.069487,-46.572372
Andrelândia,2010,1,1373,-21.741088,-44.31169
Andrelândia,2011,2,1373,-21.741088,-44.31169
Andrelândia,2012,1,1373,-21.741088,-44.31169
Andrelândia,2013,3,1373,-21.741088,-44.31169
Andrelândia,2014,1,1373,-21.741088,-44.31169
Andrelândia,2015,2,1373,-21.741088,-44.31169
Andrelândia,2017,1,1373,-21.741088,-44.31169
Andrelândia,2018,1,1373,-21.741088,-44.31169
Andrelândia,2021,1,1373,-21.741088,-44.31169
Andrelândia,2022,1,1373,-21.741088,-44.31169
Andrelândia,2023,2,1373,-21.741088,-44.31169
Angelândia,2010,3,1374,-17.727938,-42.264123
Angelândia,2014,1,1374,-17.727938,-42.264123
Angelândia,2018,2,1374,-17.727938,-42.264123
Antônio Carlos,2011,2,1375,-21.321031,-43.74513
Antônio Carlos,2013,1,1375,-21.321031,-43.74513
Antônio Carlos,2014,2,1375,-21.321031,-43.74513
Antônio Carlos,2015,1,1375,-21.321031,-43.74513
Antônio Carlos,2016,1,1375,-21.321031,-43.74513
Antônio Carlos,2017,1,1375,-21.321031,-43.74513
Antônio Carlos,2018,1,1375,-21.321031,-43.74513
Antônio Carlos,2019,1,1375,-21.321031,-43.74513
Antônio Carlos,2020,3,1375,-21.321031,-43.74513
Antônio Carlos,2022,2,1375,-21.321031,-43.74513
Antônio Carlos,2023,1,1375,-21.321031,-43.74513
Antônio Dias,2010,26,1376,-19.649096,-42.873243
Antônio Dias,2011,8,1376,-19.649096,-42.873243
Antônio Dias,2012,6,1376,-19.649096,-42.873243
Antônio Dias,2013,6,1376,-19.649096,-42.873243
Antônio Dias,2014,9,1376,-19.649096,-42.873243
Antônio Dias,2015,4,1376,-19.649096,-42.873243
Antônio Dias,2016,2,1376,-19.649096,-42.873243
Antônio Dias,2017,6,1376,-19.649096,-42.873243
Antônio Dias,2018,3,1376,-19.649096,-42.873243
Antônio Dias,2019,1,1376,-19.649096,-42.873243
Antônio Dias,2020,1,1376,-19.649096,-42.873243
Antônio Dias,2022,4,1376,-19.649096,-42.873243
Antônio Dias,2023,3,1376,-19.649096,-42.873243
Araguari,2010,41,1381,-18.645575,-48.193392
Araguari,2011,42,1381,-18.645575,-48.193392
Araguari,2012,37,1381,-18.645575,-48.193392
Araguari,2013,16,1381,-18.645575,-48.193392
Araguari,2014,22,1381,-18.645575,-48.193392
Araguari,2015,24,1381,-18.645575,-48.193392
Araguari,2016,19,1381,-18.645575,-48.193392
Araguari,2017,6,1381,-18.645575,-48.193392
Araguari,2018,13,1381,-18.645575,-48.193392
Araguari,2019,10,1381,-18.645575,-48.193392
Araguari,2020,9,1381,-18.645575,-48.193392
Araguari,2021,6,1381,-18.645575,-48.193392
Araguari,2022,14,1381,-18.645575,-48.193392
Araguari,2023,12,1381,-18.645575,-48.193392
Arantina,2011,1,1382,-21.910171,-44.255519
Arantina,2013,1,1382,-21.910171,-44.255519
Arantina,2015,1,1382,-21.910171,-44.255519
Arantina,2017,1,1382,-21.910171,-44.255519
Arantina,2021,1,1382,-21.910171,-44.255519
Arantina,2022,2,1382,-21.910171,-44.255519
Araponga,2012,1,1383,-20.668608,-42.51785
Araponga,2014,2,1383,-20.668608,-42.51785
Araponga,2018,1,1383,-20.668608,-42.51785
Araponga,2020,1,1383,-20.668608,-42.51785
Araporã,2010,1,1384,-18.435727,-49.184746
Araporã,2011,6,1384,-18.435727,-49.184746
Araporã,2012,2,1384,-18.435727,-49.184746
Araporã,2013,3,1384,-18.435727,-49.184746
Araporã,2014,3,1384,-18.435727,-49.184746
Araporã,2015,6,1384,-18.435727,-49.184746
Araporã,2017,1,1384,-18.435727,-49.184746
Araporã,2018,1,1384,-18.435727,-49.184746
Araporã,2020,1,1384,-18.435727,-49.184746
Araporã,2022,2,1384,-18.435727,-49.184746
Araporã,2023,1,1384,-18.435727,-49.184746
Arapuá,2011,1,1385,-19.026816,-46.148403
Arapuá,2016,1,1385,-19.026816,-46.148403
Arapuá,2017,2,1385,-19.026816,-46.148403
Arapuá,2022,1,1385,-19.026816,-46.148403
Araxá,2010,19,1387,-19.590176,-46.943804
Araxá,2011,24,1387,-19.590176,-46.943804
Araxá,2012,16,1387,-19.590176,-46.943804
Araxá,2013,20,1387,-19.590176,-46.943804
Araxá,2014,17,1387,-19.590176,-46.943804
Araxá,2015,19,1387,-19.590176,-46.943804
Araxá,2016,12,1387,-19.590176,-46.943804
Araxá,2017,25,1387,-19.590176,-46.943804
Araxá,2018,10,1387,-19.590176,-46.943804
Araxá,2019,16,1387,-19.590176,-46.943804
Araxá,2020,11,1387,-19.590176,-46.943804
Araxá,2021,19,1387,-19.590176,-46.943804
Araxá,2022,15,1387,-19.590176,-46.943804
Araxá,2023,20,1387,-19.590176,-46.943804
Araçaí,2011,1,1378,-19.195507,-44.249309
Araçaí,2016,1,1378,-19.195507,-44.249309
Araçuaí,2010,7,1380,-16.85232,-42.0637
Araçuaí,2011,1,1380,-16.85232,-42.0637
Araçuaí,2012,3,1380,-16.85232,-42.0637
Araçuaí,2013,7,1380,-16.85232,-42.0637
Araçuaí,2014,10,1380,-16.85232,-42.0637
Araçuaí,2015,4,1380,-16.85232,-42.0637
Araçuaí,2016,6,1380,-16.85232,-42.0637
Araçuaí,2017,5,1380,-16.85232,-42.0637
Araçuaí,2018,2,1380,-16.85232,-42.0637
Araçuaí,2019,10,1380,-16.85232,-42.0637
Araçuaí,2020,6,1380,-16.85232,-42.0637
Araçuaí,2022,8,1380,-16.85232,-42.0637
Araújos,2010,1,1386,-19.940519,-45.167115
Araújos,2012,1,1386,-19.940519,-45.167115
Araújos,2013,5,1386,-19.940519,-45.167115
Araújos,2014,1,1386,-19.940519,-45.167115
Araújos,2016,1,1386,-19.940519,-45.167115
Araújos,2018,4,1386,-19.940519,-45.167115
Araújos,2019,2,1386,-19.940519,-45.167115
Araújos,2022,3,1386,-19.940519,-45.167115
Arceburgo,2010,1,1388,-21.358984,-46.940056
Arceburgo,2011,3,1388,-21.358984,-46.940056
Arceburgo,2012,4,1388,-21.358984,-46.940056
Arceburgo,2013,6,1388,-21.358984,-46.940056
Arceburgo,2015,1,1388,-21.358984,-46.940056
Arceburgo,2016,1,1388,-21.358984,-46.940056
Arceburgo,2017,3,1388,-21.358984,-46.940056
Arceburgo,2019,2,1388,-21.358984,-46.940056
Arceburgo,2020,1,1388,-21.358984,-46.940056
Arceburgo,2021,2,1388,-21.358984,-46.940056
Arceburgo,2022,1,1388,-21.358984,-46.940056
Arceburgo,2023,2,1388,-21.358984,-46.940056
Arcos,2010,6,1389,-20.286333,-45.537345
Arcos,2011,9,1389,-20.286333,-45.537345
Arcos,2012,8,1389,-20.286333,-45.537345
Arcos,2013,9,1389,-20.286333,-45.537345
Arcos,2014,5,1389,-20.286333,-45.537345
Arcos,2015,7,1389,-20.286333,-45.537345
Arcos,2016,12,1389,-20.286333,-45.537345
Arcos,2017,10,1389,-20.286333,-45.537345
Arcos,2018,9,1389,-20.286333,-45.537345
Arcos,2019,7,1389,-20.286333,-45.537345
Arcos,2020,4,1389,-20.286333,-45.537345
Arcos,2021,7,1389,-20.286333,-45.537345
Arcos,2022,13,1389,-20.286333,-45.537345
Arcos,2023,8,1389,-20.286333,-45.537345
Arcos,2024,1,1389,-20.286333,-45.537345
Areado,2010,3,1390,-21.357186,-46.142071
Areado,2012,9,1390,-21.357186,-46.142071
Areado,2013,4,1390,-21.357186,-46.142071
Areado,2015,5,1390,-21.357186,-46.142071
Areado,2016,1,1390,-21.357186,-46.142071
Areado,2017,3,1390,-21.357186,-46.142071
Areado,2018,2,1390,-21.357186,-46.142071
Areado,2019,3,1390,-21.357186,-46.142071
Areado,2020,3,1390,-21.357186,-46.142071
Areado,2021,4,1390,-21.357186,-46.142071
Areado,2022,2,1390,-21.357186,-46.142071
Areado,2023,2,1390,-21.357186,-46.142071
Argirita,2012,1,1391,-21.60827,-42.829162
Argirita,2013,2,1391,-21.60827,-42.829162
Argirita,2014,1,1391,-21.60827,-42.829162
Argirita,2017,1,1391,-21.60827,-42.829162
Argirita,2019,3,1391,-21.60827,-42.829162
Argirita,2021,2,1391,-21.60827,-42.829162
Aricanduva,2012,1,1392,-17.866642,-42.553263
Aricanduva,2016,1,1392,-17.866642,-42.553263
Arinos,2010,2,1393,-15.918743,-46.104324
Arinos,2012,3,1393,-15.918743,-46.104324
Arinos,2013,3,1393,-15.918743,-46.104324
Arinos,2014,8,1393,-15.918743,-46.104324
Arinos,2015,5,1393,-15.918743,-46.104324
Arinos,2016,10,1393,-15.918743,-46.104324
Arinos,2017,2,1393,-15.918743,-46.104324
Arinos,2018,2,1393,-15.918743,-46.104324
Arinos,2019,1,1393,-15.918743,-46.104324
Arinos,2020,1,1393,-15.918743,-46.104324
Arinos,2021,2,1393,-15.918743,-46.104324
Arinos,2022,3,1393,-15.918743,-46.104324
Arinos,2023,3,1393,-15.918743,-46.104324
Astolfo Dutra,2011,2,1394,-21.318439,-42.857204
Astolfo Dutra,2014,3,1394,-21.318439,-42.857204
Astolfo Dutra,2015,2,1394,-21.318439,-42.857204
Astolfo Dutra,2016,2,1394,-21.318439,-42.857204
Astolfo Dutra,2017,1,1394,-21.318439,-42.857204
Astolfo Dutra,2018,1,1394,-21.318439,-42.857204
Astolfo Dutra,2020,1,1394,-21.318439,-42.857204
Astolfo Dutra,2022,1,1394,-21.318439,-42.857204
Ataléia,2010,1,1395,-18.043805,-41.114901
Ataléia,2011,1,1395,-18.043805,-41.114901
Ataléia,2012,1,1395,-18.043805,-41.114901
Ataléia,2013,2,1395,-18.043805,-41.114901
Ataléia,2015,2,1395,-18.043805,-41.114901
Ataléia,2016,3,1395,-18.043805,-41.114901
Ataléia,2020,2,1395,-18.043805,-41.114901
Ataléia,2021,1,1395,-18.043805,-41.114901
Ataléia,2022,1,1395,-18.043805,-41.114901
Augusto de Lima,2010,4,1396,-18.099714,-44.265523
Augusto de Lima,2011,12,1396,-18.099714,-44.265523
Augusto de Lima,2012,3,1396,-18.099714,-44.265523
Augusto de Lima,2014,2,1396,-18.099714,-44.265523
Augusto de Lima,2015,7,1396,-18.099714,-44.265523
Augusto de Lima,2016,3,1396,-18.099714,-44.265523
Augusto de Lima,2017,3,1396,-18.099714,-44.265523
Augusto de Lima,2018,6,1396,-18.099714,-44.265523
Augusto de Lima,2019,3,1396,-18.099714,-44.265523
Augusto de Lima,2020,3,1396,-18.099714,-44.265523
Augusto de Lima,2021,1,1396,-18.099714,-44.265523
Augusto de Lima,2023,5,1396,-18.099714,-44.265523
Açucena,2010,1,1348,-19.067105,-42.541881
Açucena,2011,1,1348,-19.067105,-42.541881
Açucena,2012,2,1348,-19.067105,-42.541881
Açucena,2014,2,1348,-19.067105,-42.541881
Açucena,2017,1,1348,-19.067105,-42.541881
Açucena,2019,5,1348,-19.067105,-42.541881
Açucena,2021,2,1348,-19.067105,-42.541881
Açucena,2022,3,1348,-19.067105,-42.541881
Baependi,2010,5,1397,-21.956994,-44.887426
Baependi,2011,8,1397,-21.956994,-44.887426
Baependi,2012,5,1397,-21.956994,-44.887426
Baependi,2013,1,1397,-21.956994,-44.887426
Baependi,2014,4,1397,-21.956994,-44.887426
Baependi,2015,4,1397,-21.956994,-44.887426
Baependi,2016,3,1397,-21.956994,-44.887426
Baependi,2017,7,1397,-21.956994,-44.887426
Baependi,2018,1,1397,-21.956994,-44.887426
Baependi,2019,4,1397,-21.956994,-44.887426
Baependi,2020,6,1397,-21.956994,-44.887426
Baependi,2021,2,1397,-21.956994,-44.887426
Baependi,2022,4,1397,-21.956994,-44.887426
Baependi,2023,2,1397,-21.956994,-44.887426
Baldim,2011,2,1398,-19.283197,-43.961331
Baldim,2012,3,1398,-19.283197,-43.961331
Baldim,2013,3,1398,-19.283197,-43.961331
Baldim,2016,2,1398,-19.283197,-43.961331
Baldim,2017,1,1398,-19.283197,-43.961331
Baldim,2019,2,1398,-19.283197,-43.961331
Bambuí,2010,7,1399,-20.016618,-45.97537
Bambuí,2011,3,1399,-20.016618,-45.97537
Bambuí,2012,7,1399,-20.016618,-45.97537
Bambuí,2013,5,1399,-20.016618,-45.97537
Bambuí,2014,7,1399,-20.016618,-45.97537
Bambuí,2015,5,1399,-20.016618,-45.97537
Bambuí,2016,2,1399,-20.016618,-45.97537
Bambuí,2017,3,1399,-20.016618,-45.97537
Bambuí,2018,2,1399,-20.016618,-45.97537
Bambuí,2019,2,1399,-20.016618,-45.97537
Bambuí,2020,1,1399,-20.016618,-45.97537
Bambuí,2021,4,1399,-20.016618,-45.97537
Bambuí,2022,3,1399,-20.016618,-45.97537
Bambuí,2023,9,1399,-20.016618,-45.97537
Bambuí,2024,1,1399,-20.016618,-45.97537
Bandeira,2015,2,1400,-15.878315,-40.562163
Bandeira do Sul,2011,1,1401,-21.730798,-46.383347
Bandeira do Sul,2012,2,1401,-21.730798,-46.383347
Bandeira do Sul,2013,1,1401,-21.730798,-46.383347
Bandeira do Sul,2014,3,1401,-21.730798,-46.383347
Bandeira do Sul,2015,1,1401,-21.730798,-46.383347
Bandeira do Sul,2016,1,1401,-21.730798,-46.383347
Bandeira do Sul,2018,2,1401,-21.730798,-46.383347
Bandeira do Sul,2019,1,1401,-21.730798,-46.383347
Bandeira do Sul,2021,2,1401,-21.730798,-46.383347
Bandeira do Sul,2022,1,1401,-21.730798,-46.383347
Barbacena,2010,47,1404,-21.221446,-43.770266
Barbacena,2011,41,1404,-21.221446,-43.770266
Barbacena,2012,49,1404,-21.221446,-43.770266
Barbacena,2013,63,1404,-21.221446,-43.770266
Barbacena,2014,39,1404,-21.221446,-43.770266
Barbacena,2015,49,1404,-21.221446,-43.770266
Barbacena,2016,51,1404,-21.221446,-43.770266
Barbacena,2017,54,1404,-21.221446,-43.770266
Barbacena,2018,34,1404,-21.221446,-43.770266
Barbacena,2019,35,1404,-21.221446,-43.770266
Barbacena,2020,42,1404,-21.221446,-43.770266
Barbacena,2021,33,1404,-21.221446,-43.770266
Barbacena,2022,32,1404,-21.221446,-43.770266
Barbacena,2023,30,1404,-21.221446,-43.770266
Barra Longa,2012,1,1405,-20.286866,-43.040168
Barra Longa,2015,1,1405,-20.286866,-43.040168
Barra Longa,2017,2,1405,-20.286866,-43.040168
Barra Longa,2020,1,1405,-20.286866,-43.040168
Barra Longa,2023,1,1405,-20.286866,-43.040168
Barroso,2010,3,1406,-21.190659,-43.972039
Barroso,2011,4,1406,-21.190659,-43.972039
Barroso,2012,4,1406,-21.190659,-43.972039
Barroso,2013,6,1406,-21.190659,-43.972039
Barroso,2014,5,1406,-21.190659,-43.972039
Barroso,2015,1,1406,-21.190659,-43.972039
Barroso,2016,1,1406,-21.190659,-43.972039
Barroso,2017,2,1406,-21.190659,-43.972039
Barroso,2018,3,1406,-21.190659,-43.972039
Barroso,2019,1,1406,-21.190659,-43.972039
Barroso,2020,2,1406,-21.190659,-43.972039
Barroso,2022,2,1406,-21.190659,-43.972039
Barão de Cocais,2010,3,1402,-19.938943,-43.475524
Barão de Cocais,2011,11,1402,-19.938943,-43.475524
Barão de Cocais,2012,4,1402,-19.938943,-43.475524
Barão de Cocais,2013,9,1402,-19.938943,-43.475524
